# ###################################################
# INSTITUTO GEOFÍSICO -ESCUELA POLITÉCNICA NACIONAL #
#                                                   #
#                                                    
# IG-EPN Catálogo Sísmico Instrumental del Ecuador
# Copyright (C) Instituto Geofísico - Escuela Politécnica Nacional
# Quito - Ecuador
# https://www.igepn.edu.ec/
# Fecha de generación: 22-Jan-2026
# 
# 
# Estos datos corresponden a las magnitudes de los eventos sismicos
# Los eventos son los de magnitudes 3.5 o más y registrados en Ecuador
# 
# Explicacion de los campos incluidos:
#
# event:                  código del evento al cual están asociadas las magnitudes
# orig_id:                identificador del evento sísmico al cual se asocian las magnitudes
# magnitude_value:        valor de la magnitud calculada y promediada 
# magnitude_uncertainty:  incertidumbre en el calculo de la magnitud
# magnitude_type:         tipo de magnitud
# methodID:               método para el cálculo de las magnitudes
# stationCount:           número de estaciones con la que se calculó la magnitud
# agencyID:               fuente de generación de los datos
# 
#
#event,orig_id, magnitude_value, magnitude_uncertainty, magnitude_type, methodID, stationCount, agencyID
igepn2016nuyy, 102767,  4.3, 0.21,     Mjma,         trimmed mean,   54,  IG-EPN
igepn2016nuyy, 102767,  4.3, 0.24,      MLv,         trimmed mean,   54,  IG-EPN
igepn2016nuyy, 102767,  4.5, 0.21,   Ms(BB),         trimmed mean,   22,  IG-EPN
igepn2016nuyy, 102767,  4.4,  NaN,        M,     weighted average,   54,  IG-EPN
igepn2019eaqu, 183632,  3.5, 0.20,      MLv,         trimmed mean,   41,  IG-EPN
igepn2019eaqu, 183632,  3.5,  NaN,        M,     weighted average,   41,  IG-EPN
igepn2016sdks, 105558,  3.6, 0.11,     Mjma,         trimmed mean,   47,  IG-EPN
igepn2016sdks, 105558,  3.4, 0.15,      MLv,         trimmed mean,   47,  IG-EPN
igepn2016sdks, 105558,  3.6, 0.18,   Ms(BB),         trimmed mean,   19,  IG-EPN
igepn2016sdks, 105558,  3.4, 0.19,      MLv,     trimmed mean(25),   18,  IG-EPN
igepn2016sdks, 105558,  3.5,  NaN,        M,     weighted average,   47,  IG-EPN
igepn2016sdks, 105558,  3.6, 0.19,     Mjma,     trimmed mean(25),   18,  IG-EPN
igepn2019fntr, 184546,  5.8, 0.08,     Mjma,         trimmed mean,   13,  IG-EPN
igepn2019fntr, 184546,  5.6, 0.13,      MLv,         trimmed mean,   13,  IG-EPN
igepn2019fntr, 184546,  5.7, 0.13,   Ms(BB),         trimmed mean,   11,  IG-EPN
igepn2019fntr, 184546,  6.1, 0.17,       ML,     trimmed mean(25),    9,  IG-EPN
igepn2019fntr, 184546,  5.8,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2017lffa, 131378,  3.9, 0.16,     Mjma,         trimmed mean,   35,  IG-EPN
igepn2017lffa, 131378,  3.8, 0.15,      MLv,         trimmed mean,   35,  IG-EPN
igepn2017lffa, 131378,  4.0, 0.16,   Ms(BB),         trimmed mean,   25,  IG-EPN
igepn2017lffa, 131378,  3.9, 0.00,      MLv,                 mean,    1,  IG-EPN
igepn2017lffa, 131378,  4.0,  NaN,        M,     weighted average,   35,  IG-EPN
igepn2017lffa, 131378,  4.2, 0.00,     Mjma,                 mean,    1,  IG-EPN
igepn2017vtxx, 146314,  4.4, 0.14,     Mjma,         trimmed mean,   27,  IG-EPN
igepn2017vtxx, 146314,  4.3, 0.18,      MLv,         trimmed mean,   28,  IG-EPN
igepn2017vtxx, 146314,  4.4, 0.12,   Ms(BB),         trimmed mean,   16,  IG-EPN
igepn2017vtxx, 146314,  4.5, 0.12,     Mjma,                 mean,    3,  IG-EPN
igepn2017vtxx, 146314,  4.4,  NaN,        M,     weighted average,   28,  IG-EPN
igepn2018resj, 171592,  4.2, 0.15,     Mjma,         trimmed mean,   37,  IG-EPN
igepn2018resj, 171592,  4.2, 0.20,      MLv,         trimmed mean,   37,  IG-EPN
igepn2018resj, 171592,  4.2, 0.20,   Ms(BB),         trimmed mean,   26,  IG-EPN
igepn2018resj, 171592,  4.3, 0.14,      MLv,                 mean,    3,  IG-EPN
igepn2018resj, 171592,  4.2,  NaN,        M,     weighted average,   37,  IG-EPN
igepn2018resj, 171592,  4.4, 0.08,     Mjma,                 mean,    3,  IG-EPN
igepn2016htcx,  97448,  4.2, 0.14,     Mjma,         trimmed mean,   28,  IG-EPN
igepn2016htcx,  97448,  4.0, 0.15,      MLv,         trimmed mean,   28,  IG-EPN
igepn2016htcx,  97448,  4.1, 0.13,   Ms(BB),         trimmed mean,   21,  IG-EPN
igepn2016htcx,  97448,  4.0, 0.15,      MLv,     trimmed mean(25),   25,  IG-EPN
igepn2016htcx,  97448,  4.1,  NaN,        M,     weighted average,   28,  IG-EPN
igepn2016htcx,  97448,  4.2, 0.13,     Mjma,     trimmed mean(25),   24,  IG-EPN
igepn2016ieex,  98176,  3.7, 0.18,     Mjma,         trimmed mean,   21,  IG-EPN
igepn2016ieex,  98176,  3.5, 0.18,      MLv,         trimmed mean,   21,  IG-EPN
igepn2016ieex,  98176,  3.6, 0.25,   Ms(BB),         trimmed mean,   21,  IG-EPN
igepn2016ieex,  98176,  3.6, 0.19,      MLv,     trimmed mean(25),   19,  IG-EPN
igepn2016ieex,  98176,  3.6,  NaN,        M,     weighted average,   21,  IG-EPN
igepn2016ieex,  98176,  3.7, 0.17,     Mjma,     trimmed mean(25),   18,  IG-EPN
igepn2016infm,  98603,  4.4, 0.15,     Mjma,         trimmed mean,   36,  IG-EPN
igepn2016infm,  98603,  4.3, 0.15,      MLv,         trimmed mean,   36,  IG-EPN
igepn2016infm,  98603,  4.3, 0.19,   Ms(BB),         trimmed mean,   25,  IG-EPN
igepn2016infm,  98603,  4.4, 0.09,      MLv,     trimmed mean(25),   10,  IG-EPN
igepn2016infm,  98603,  4.4,  NaN,        M,     weighted average,   36,  IG-EPN
igepn2016infm,  98603,  4.5, 0.12,     Mjma,     trimmed mean(25),   10,  IG-EPN
igepn2016iwjn,  98990,  4.0, 0.11,     Mjma,         trimmed mean,   24,  IG-EPN
igepn2016iwjn,  98990,  3.9, 0.15,      MLv,         trimmed mean,   24,  IG-EPN
igepn2016iwjn,  98990,  4.0, 0.15,   Ms(BB),         trimmed mean,   19,  IG-EPN
igepn2016iwjn,  98990,  3.9,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2016jtsk,  99886,  4.0, 0.12,     Mjma,         trimmed mean,   48,  IG-EPN
igepn2016jtsk,  99886,  3.9, 0.15,      MLv,         trimmed mean,   50,  IG-EPN
igepn2016jtsk,  99886,  4.0, 0.18,   Ms(BB),         trimmed mean,   18,  IG-EPN
igepn2016jtsk,  99886,  3.9,  NaN,        M,     weighted average,   50,  IG-EPN
igepn2016jumz,  99921,  4.7, 0.11,     Mjma,         trimmed mean,   54,  IG-EPN
igepn2016jumz,  99921,  4.6, 0.13,      MLv,         trimmed mean,   55,  IG-EPN
igepn2016jumz,  99921,  4.6, 0.12,   Ms(BB),         trimmed mean,   30,  IG-EPN
igepn2016jumz,  99921,  4.6, 0.14,      MLv,     trimmed mean(25),   40,  IG-EPN
igepn2016jumz,  99921,  4.7,  NaN,        M,     weighted average,   55,  IG-EPN
igepn2016jumz,  99921,  4.8, 0.12,     Mjma,     trimmed mean(25),   39,  IG-EPN
igepn2019fwcm, 184849,  4.0, 0.15,     Mjma,         trimmed mean,   43,  IG-EPN
igepn2019fwcm, 184849,  4.4, 0.25,       ML,         trimmed mean,   42,  IG-EPN
igepn2019fwcm, 184849,  4.0, 0.17,      MLv,         trimmed mean,   43,  IG-EPN
igepn2019fwcm, 184849,  4.1, 0.22,   Ms(BB),         trimmed mean,   43,  IG-EPN
igepn2019fwcm, 184849,  4.1,  NaN,        M,     weighted average,   43,  IG-EPN
igepn2019fwsp, 184885,  4.3, 0.25,      MLv,         trimmed mean,   43,  IG-EPN
igepn2019fwsp, 184885,  4.3,  NaN,        M,     weighted average,   43,  IG-EPN
igepn2019ghrp, 185302,  4.9, 0.28,     Mjma,         trimmed mean,    5,  IG-EPN
igepn2019ghrp, 185302,  4.7, 0.34,      MLv,         trimmed mean,    5,  IG-EPN
igepn2019ghrp, 185302,  4.9, 0.10,   Ms(BB),                 mean,    2,  IG-EPN
igepn2019ghrp, 185302,  4.9,  NaN,        M,     weighted average,    5,  IG-EPN
igepn2019ghrp, 185302,  5.1, 0.30,       ML,     trimmed mean(25),    5,  IG-EPN
igepn2019ghdt, 185246,  7.6, 0.28,      mBc,         trimmed mean,    8,  IG-EPN
igepn2019ghdt, 185246,  7.1, 0.40,  Mw(mBc),                     ,    8,  IG-EPN
igepn2019ghdt, 185246,  6.2, 0.51,       mb,         trimmed mean,    8,  IG-EPN
igepn2019ghdt, 185246,  6.7, 0.12,       mB,         trimmed mean,    8,  IG-EPN
igepn2019ghdt, 185246,  6.5, 0.40,   Mw(mB),                     ,    8,  IG-EPN
igepn2019ghdt, 185246,  6.8, 0.11,     Mjma,         trimmed mean,   58,  IG-EPN
igepn2019ghdt, 185246,  6.7, 0.27,       ML,         trimmed mean,   54,  IG-EPN
igepn2019ghdt, 185246,  6.4, 0.13,   Ms(BB),         trimmed mean,   75,  IG-EPN
igepn2019ghdt, 185246,  6.3, 0.03,      Mwp,         trimmed mean,    8,  IG-EPN
igepn2019ghdt, 185246,  6.3, 0.40,  Mw(Mwp),                     ,    8,  IG-EPN
igepn2019ghdt, 185246,  6.3, 0.24,      MLv,                 mean,   57,  IG-EPN
igepn2019ghdt, 185246,  6.6,  NaN,        M,     weighted average,   75,  IG-EPN
igepn2019ghdx, 185247,  5.3, 0.00,       mb,                 mean,    1,  IG-EPN
igepn2019ghdx, 185247,  6.0, 0.16,     Mjma,         trimmed mean,   44,  IG-EPN
igepn2019ghdx, 185247,  5.5, 0.23,       ML,         trimmed mean,   45,  IG-EPN
igepn2019ghdx, 185247,  5.5, 0.12,   Ms(BB),         trimmed mean,   46,  IG-EPN
igepn2019ghdx, 185247,  5.1, 0.30,      MLv,                 mean,   47,  IG-EPN
igepn2019ghdx, 185247,  5.5,  NaN,        M,     weighted average,   47,  IG-EPN
igepn2019ghea, 185248,  5.1, 0.00,       mb,                 mean,    1,  IG-EPN
igepn2019ghea, 185248,  5.5, 0.09,     Mjma,         trimmed mean,   46,  IG-EPN
igepn2019ghea, 185248,  5.0, 0.22,       ML,         trimmed mean,   47,  IG-EPN
igepn2019ghea, 185248,  5.0, 0.08,   Ms(BB),         trimmed mean,   44,  IG-EPN
igepn2019ghea, 185248,  4.7, 0.30,      MLv,                 mean,   49,  IG-EPN
igepn2019ghea, 185248,  5.1,  NaN,        M,     weighted average,   49,  IG-EPN
igepn2019ghen, 185249,  6.1, 0.40,  Mw(mBc),                     ,    2,  IG-EPN
igepn2019ghen, 185249,  5.5, 0.12,       mb,         trimmed mean,    4,  IG-EPN
igepn2019ghen, 185249,  5.6, 0.10,       mB,                 mean,    2,  IG-EPN
igepn2019ghen, 185249,  5.1, 0.40,   Mw(mB),                     ,    2,  IG-EPN
igepn2019ghen, 185249,  5.7, 0.17,     Mjma,         trimmed mean,   53,  IG-EPN
igepn2019ghen, 185249,  5.4, 0.15,   Ms(BB),         trimmed mean,   61,  IG-EPN
igepn2019ghen, 185249,  4.7, 0.24,      MLv,                 mean,    9,  IG-EPN
igepn2019ghen, 185249,  5.1, 0.43,       ML,                 mean,   13,  IG-EPN
igepn2019ghen, 185249,  5.4,  NaN,        M,     weighted average,   61,  IG-EPN
igepn2019eugz, 185425,  3.8, 0.20,      MLv,         trimmed mean,   13,  IG-EPN
igepn2019eugz, 185425,  3.7, 0.14,     Mjma,         trimmed mean,   13,  IG-EPN
igepn2019eugz, 185425,  4.0, 0.24,   Ms(BB),         trimmed mean,   13,  IG-EPN
igepn2019eugz, 185425,  3.8,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2019ghem, 185250,  7.3, 0.00,      mBc,                 mean,    1,  IG-EPN
igepn2019ghem, 185250,  6.8, 0.40,  Mw(mBc),                     ,    1,  IG-EPN
igepn2019ghem, 185250,  5.6, 0.48,       mb,         trimmed mean,    4,  IG-EPN
igepn2019ghem, 185250,  6.0, 0.00,       mB,                 mean,    1,  IG-EPN
igepn2019ghem, 185250,  5.7, 0.40,   Mw(mB),                     ,    1,  IG-EPN
igepn2019ghem, 185250,  5.9, 0.11,     Mjma,         trimmed mean,   48,  IG-EPN
igepn2019ghem, 185250,  6.0, 0.22,       ML,         trimmed mean,   48,  IG-EPN
igepn2019ghem, 185250,  5.7, 0.16,   Ms(BB),         trimmed mean,   60,  IG-EPN
igepn2019ghem, 185250,  5.6, 0.17,      MLv,         trimmed mean,   45,  IG-EPN
igepn2019ghem, 185250,  6.1,  NaN,        M,     weighted average,   60,  IG-EPN
igepn2019gher, 185267,  5.3, 0.36,     Mjma,         trimmed mean,    7,  IG-EPN
igepn2019gher, 185267,  4.4, 0.45,       ML,         trimmed mean,    8,  IG-EPN
igepn2019gher, 185267,  4.9, 0.17,   Ms(BB),         trimmed mean,    4,  IG-EPN
igepn2019gher, 185267,  3.8, 0.50,      MLv,                 mean,    6,  IG-EPN
igepn2019gher, 185267,  4.6,  NaN,        M,     weighted average,    8,  IG-EPN
igepn2019ghes, 185251,  5.3, 0.12,     Mjma,         trimmed mean,   23,  IG-EPN
igepn2019ghes, 185251,  4.7, 0.20,       ML,         trimmed mean,   24,  IG-EPN
igepn2019ghes, 185251,  4.7, 0.09,   Ms(BB),         trimmed mean,   19,  IG-EPN
igepn2019ghes, 185251,  4.3, 0.32,      MLv,                 mean,   27,  IG-EPN
igepn2019ghes, 185251,  4.7,  NaN,        M,     weighted average,   27,  IG-EPN
igepn2019gheu, 185256,  4.8, 0.15,     Mjma,         trimmed mean,   37,  IG-EPN
igepn2019gheu, 185256,  4.1, 0.20,       ML,         trimmed mean,   36,  IG-EPN
igepn2019gheu, 185256,  4.2, 0.10,   Ms(BB),         trimmed mean,   30,  IG-EPN
igepn2019gheu, 185256,  3.8, 0.35,      MLv,                 mean,   40,  IG-EPN
igepn2019gheu, 185256,  4.3,  NaN,        M,     weighted average,   40,  IG-EPN
igepn2019etms, 184124,  3.7, 0.16,      MLv,         trimmed mean,   23,  IG-EPN
igepn2019etms, 184124,  3.9, 0.12,     Mjma,         trimmed mean,   23,  IG-EPN
igepn2019etms, 184124,  3.9, 0.29,   Ms(BB),         trimmed mean,   21,  IG-EPN
igepn2019etms, 184124,  3.8, 0.09,     Mjma,     trimmed mean(25),   12,  IG-EPN
igepn2019etms, 184124,  3.8,  NaN,        M,     weighted average,   23,  IG-EPN
igepn2019ghfd, 185252,  4.4, 0.00,       mb,                 mean,    1,  IG-EPN
igepn2019ghfd, 185252,  4.4, 0.11,     Mjma,         trimmed mean,   42,  IG-EPN
igepn2019ghfd, 185252,  4.5, 0.21,       ML,         trimmed mean,   43,  IG-EPN
igepn2019ghfd, 185252,  4.1, 0.10,   Ms(BB),         trimmed mean,   40,  IG-EPN
igepn2019ghfd, 185252,  4.1, 0.31,      MLv,                 mean,   49,  IG-EPN
igepn2019ghfd, 185252,  4.3,  NaN,        M,     weighted average,   49,  IG-EPN
igepn2019ghhi, 185262,  4.5, 0.14,     Mjma,         trimmed mean,   32,  IG-EPN
igepn2019ghhi, 185262,  4.8, 0.27,       ML,         trimmed mean,   33,  IG-EPN
igepn2019ghhi, 185262,  4.4, 0.18,      MLv,         trimmed mean,   33,  IG-EPN
igepn2019ghhi, 185262,  4.4, 0.13,   Ms(BB),         trimmed mean,   29,  IG-EPN
igepn2019ghhi, 185262,  4.5,  NaN,        M,     weighted average,   33,  IG-EPN
igepn2019ghhk, 185261,  4.4, 0.14,     Mjma,         trimmed mean,   12,  IG-EPN
igepn2019ghhk, 185261,  4.5, 0.31,       ML,         trimmed mean,   13,  IG-EPN
igepn2019ghhk, 185261,  4.1, 0.16,      MLv,         trimmed mean,   13,  IG-EPN
igepn2019ghhk, 185261,  4.4, 0.26,   Ms(BB),         trimmed mean,    7,  IG-EPN
igepn2019ghhk, 185261,  4.4,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2019ghlr, 185282,  4.3, 0.13,     Mjma,         trimmed mean,   36,  IG-EPN
igepn2019ghlr, 185282,  4.5, 0.22,       ML,         trimmed mean,   37,  IG-EPN
igepn2019ghlr, 185282,  4.1, 0.20,      MLv,         trimmed mean,   37,  IG-EPN
igepn2019ghlr, 185282,  4.1, 0.14,   Ms(BB),         trimmed mean,   31,  IG-EPN
igepn2019ghlr, 185282,  4.3,  NaN,        M,     weighted average,   37,  IG-EPN
igepn2019ghrr, 185301,  5.4, 0.14,     Mjma,         trimmed mean,   31,  IG-EPN
igepn2019ghrr, 185301,  5.5, 0.24,       ML,         trimmed mean,   30,  IG-EPN
igepn2019ghrr, 185301,  5.1, 0.19,      MLv,         trimmed mean,   30,  IG-EPN
igepn2019ghrr, 185301,  5.1, 0.16,   Ms(BB),         trimmed mean,   25,  IG-EPN
igepn2019ghrr, 185301,  5.3,  NaN,        M,     weighted average,   31,  IG-EPN
igepn2019ghum, 185306,  4.9, 0.15,     Mjma,         trimmed mean,   17,  IG-EPN
igepn2019ghum, 185306,  4.9, 0.32,       ML,         trimmed mean,   18,  IG-EPN
igepn2019ghum, 185306,  4.5, 0.22,      MLv,         trimmed mean,   18,  IG-EPN
igepn2019ghum, 185306,  4.7, 0.15,   Ms(BB),         trimmed mean,   12,  IG-EPN
igepn2019ghum, 185306,  4.7,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2019gien, 185313,  3.8, 0.14,     Mjma,         trimmed mean,   42,  IG-EPN
igepn2019gien, 185313,  4.1, 0.22,       ML,         trimmed mean,   43,  IG-EPN
igepn2019gien, 185313,  3.7, 0.21,      MLv,         trimmed mean,   43,  IG-EPN
igepn2019gien, 185313,  3.7, 0.16,   Ms(BB),         trimmed mean,   37,  IG-EPN
igepn2019gien, 185313,  3.8,  NaN,        M,     weighted average,   43,  IG-EPN
igepn2016hqem,  97241,  3.7, 0.12,     Mjma,         trimmed mean,   17,  IG-EPN
igepn2016hqem,  97241,  3.6, 0.16,      MLv,         trimmed mean,   17,  IG-EPN
igepn2016hqem,  97241,  3.7, 0.20,   Ms(BB),         trimmed mean,   12,  IG-EPN
igepn2016hqem,  97241,  3.6,  NaN,        M,     weighted average,   17,  IG-EPN
igepn2016hqgq,  97251,  3.9, 0.11,     Mjma,         trimmed mean,   18,  IG-EPN
igepn2016hqgq,  97251,  3.8, 0.13,      MLv,         trimmed mean,   18,  IG-EPN
igepn2016hqgq,  97251,  3.9, 0.12,   Ms(BB),         trimmed mean,   13,  IG-EPN
igepn2016hqgq,  97251,  3.9,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2016hrar,  97298,  3.7, 0.17,     Mjma,         trimmed mean,   22,  IG-EPN
igepn2016hrar,  97298,  3.6, 0.20,      MLv,         trimmed mean,   22,  IG-EPN
igepn2016hrar,  97298,  3.7, 0.22,   Ms(BB),         trimmed mean,   16,  IG-EPN
igepn2016hrar,  97298,  3.7,  NaN,        M,     weighted average,   22,  IG-EPN
igepn2016hsdx,  97371,  3.8, 0.11,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2016hsdx,  97371,  3.4, 0.15,      MLv,         trimmed mean,   19,  IG-EPN
igepn2016hsdx,  97371,  3.5, 0.11,   Ms(BB),         trimmed mean,   13,  IG-EPN
igepn2016hsdx,  97371,  3.4, 0.12,      MLv,     trimmed mean(25),    6,  IG-EPN
igepn2016hsdx,  97371,  3.6,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2016hsdx,  97371,  3.9, 0.05,     Mjma,     trimmed mean(25),    6,  IG-EPN
igepn2019eius, 183889,  4.1, 0.14,      MLv,         trimmed mean,   33,  IG-EPN
igepn2019eius, 183889,  4.1, 0.13,     Mjma,         trimmed mean,   33,  IG-EPN
igepn2019eius, 183889,  4.1, 0.13,   Ms(BB),         trimmed mean,   31,  IG-EPN
igepn2019eius, 183889,  4.1,  NaN,        M,     weighted average,   33,  IG-EPN
igepn2019hrcn, 186703,  3.7, 0.10,     Mjma,         trimmed mean,   18,  IG-EPN
igepn2019hrcn, 186703,  3.6, 0.18,      MLv,         trimmed mean,   18,  IG-EPN
igepn2019hrcn, 186703,  3.7, 0.24,   Ms(BB),         trimmed mean,    8,  IG-EPN
igepn2019hrcn, 186703,  4.0, 0.25,       ML,     trimmed mean(25),   19,  IG-EPN
igepn2019hrcn, 186703,  3.7,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2019gren, 185720,  5.2, 0.12,      MLv,         trimmed mean,   31,  IG-EPN
igepn2019gren, 185720,  5.4, 0.21,       mb,         trimmed mean,   34,  IG-EPN
igepn2019gren, 185720,  5.7, 0.16,       mB,         trimmed mean,   32,  IG-EPN
igepn2019gren, 185720,  5.2, 0.40,   Mw(mB),                     ,   32,  IG-EPN
igepn2019gren, 185720,  5.8, 0.08,      Mwp,         trimmed mean,   14,  IG-EPN
igepn2019gren, 185720,  5.7, 0.40,  Mw(Mwp),                     ,   14,  IG-EPN
igepn2019gren, 185720,  5.9, 0.12,     Mjma,         trimmed mean,   34,  IG-EPN
igepn2019gren, 185720,  5.3, 0.15,   Ms(BB),         trimmed mean,   35,  IG-EPN
igepn2019gren, 185720,  5.4,  NaN,        M,     weighted average,   35,  IG-EPN
igepn2016htef,  97455,  3.9, 0.13,     Mjma,         trimmed mean,   29,  IG-EPN
igepn2016htef,  97455,  3.8, 0.13,      MLv,         trimmed mean,   29,  IG-EPN
igepn2016htef,  97455,  3.8, 0.15,   Ms(BB),         trimmed mean,   21,  IG-EPN
igepn2016htef,  97455,  3.9,  NaN,        M,     weighted average,   29,  IG-EPN
igepn2019gzhx, 186033,  4.0, 0.18,      MLv,         trimmed mean,   26,  IG-EPN
igepn2019gzhx, 186033,  4.0, 0.15,     Mjma,         trimmed mean,   26,  IG-EPN
igepn2019gzhx, 186033,  4.0, 0.18,   Ms(BB),         trimmed mean,   22,  IG-EPN
igepn2019gzhx, 186033,  4.0,  NaN,        M,     weighted average,   26,  IG-EPN
igepn2016htsd,  97517,  4.2, 0.08,     Mjma,         trimmed mean,   13,  IG-EPN
igepn2016htsd,  97517,  3.2, 0.14,      MLv,         trimmed mean,   13,  IG-EPN
igepn2016htsd,  97517,  3.7, 0.07,   Ms(BB),         trimmed mean,   11,  IG-EPN
igepn2016htsd,  97517,  3.7,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2019gncs, 185509,  3.8, 0.18,      MLv,         trimmed mean,   18,  IG-EPN
igepn2019gncs, 185509,  3.8,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2019gkzb, 185454,  3.6, 0.22,      MLv,         trimmed mean,   36,  IG-EPN
igepn2019gkzb, 185454,  3.7, 0.16,     Mjma,         trimmed mean,   36,  IG-EPN
igepn2019gkzb, 185454,  3.7, 0.34,   Ms(BB),         trimmed mean,   34,  IG-EPN
igepn2019gkzb, 185454,  3.7,  NaN,        M,     weighted average,   36,  IG-EPN
igepn2019gmqr, 185497,  3.7, 0.26,      MLv,         trimmed mean,   42,  IG-EPN
igepn2019gmqr, 185497,  3.8, 0.17,     Mjma,         trimmed mean,   40,  IG-EPN
igepn2019gmqr, 185497,  3.8, 0.36,   Ms(BB),         trimmed mean,   24,  IG-EPN
igepn2019gmqr, 185497,  3.8,  NaN,        M,     weighted average,   42,  IG-EPN
igepn2019grsh, 185756,  3.7, 0.19,      MLv,         trimmed mean,   30,  IG-EPN
igepn2019grsh, 185756,  3.8, 0.12,     Mjma,         trimmed mean,   31,  IG-EPN
igepn2019grsh, 185756,  3.6, 0.15,   Ms(BB),         trimmed mean,   27,  IG-EPN
igepn2019grsh, 185756,  3.7,  NaN,        M,     weighted average,   31,  IG-EPN
igepn2016httc,  97523,  4.1, 0.09,     Mjma,         trimmed mean,   25,  IG-EPN
igepn2016httc,  97523,  3.8, 0.18,      MLv,         trimmed mean,   24,  IG-EPN
igepn2016httc,  97523,  3.9, 0.17,   Ms(BB),         trimmed mean,   18,  IG-EPN
igepn2016httc,  97523,  3.9,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2019hlts, 186578,  3.8, 0.07,     Mjma,     trimmed mean(25),   12,  IG-EPN
igepn2019hlts, 186578,  3.8, 0.09,      MLv,     trimmed mean(25),   12,  IG-EPN
igepn2019hlts, 186578,  3.7, 0.12,   Ms(BB),         trimmed mean,   11,  IG-EPN
igepn2019hlts, 186578,  3.7,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2019hhrh, 186420,  3.8, 0.08,     Mjma,         trimmed mean,   17,  IG-EPN
igepn2019hhrh, 186420,  3.9, 0.17,      MLv,         trimmed mean,   18,  IG-EPN
igepn2019hhrh, 186420,  3.9, 0.13,   Ms(BB),         trimmed mean,   16,  IG-EPN
igepn2019hhrh, 186420,  4.6, 0.00,       ML,                 mean,    1,  IG-EPN
igepn2019hhrh, 186420,  4.0,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2019htfl, 186756,  6.0, 0.36,      mBc,         trimmed mean,   11,  IG-EPN
igepn2019htfl, 186756,  5.3, 0.40,  Mw(mBc),                     ,   11,  IG-EPN
igepn2019htfl, 186756,  4.2, 0.19,       mb,         trimmed mean,   14,  IG-EPN
igepn2019htfl, 186756,  4.8, 0.14,       mB,         trimmed mean,   13,  IG-EPN
igepn2019htfl, 186756,  4.1, 0.40,   Mw(mB),                     ,   13,  IG-EPN
igepn2019htfl, 186756,  4.0, 0.11,     Mjma,         trimmed mean,   27,  IG-EPN
igepn2019htfl, 186756,  4.1, 0.20,       ML,         trimmed mean,   27,  IG-EPN
igepn2019htfl, 186756,  3.8, 0.13,      MLv,         trimmed mean,   27,  IG-EPN
igepn2019htfl, 186756,  3.7, 0.13,   Ms(BB),         trimmed mean,   27,  IG-EPN
igepn2019htfl, 186756,  4.3,  NaN,        M,     weighted average,   27,  IG-EPN
igepn2016httf,  97524,  4.1, 0.11,     Mjma,         trimmed mean,   30,  IG-EPN
igepn2016httf,  97524,  3.9, 0.18,      MLv,         trimmed mean,   30,  IG-EPN
igepn2016httf,  97524,  4.0, 0.17,   Ms(BB),         trimmed mean,   28,  IG-EPN
igepn2016httf,  97524,  4.0,  NaN,        M,     weighted average,   30,  IG-EPN
