# ###################################################
# INSTITUTO GEOFÍSICO -ESCUELA POLITÉCNICA NACIONAL #
#                                                   #
#                                                    
# IG-EPN Catálogo Sísmico Instrumental del Ecuador
# Copyright (C) Instituto Geofísico - Escuela Politécnica Nacional
# Quito - Ecuador
# https://www.igepn.edu.ec/
# Fecha de generación: 22-Jan-2026
# 
# 
# Estos datos corresponden a las magnitudes de los eventos sismicos
# Los eventos son los de magnitudes 3.5 o más y registrados en Ecuador
# 
# Explicacion de los campos incluidos:
#
# event:                  código del evento al cual están asociadas las magnitudes
# orig_id:                identificador del evento sísmico al cual se asocian las magnitudes
# magnitude_value:        valor de la magnitud calculada y promediada 
# magnitude_uncertainty:  incertidumbre en el calculo de la magnitud
# magnitude_type:         tipo de magnitud
# methodID:               método para el cálculo de las magnitudes
# stationCount:           número de estaciones con la que se calculó la magnitud
# agencyID:               fuente de generación de los datos
# 
#
#event,orig_id, magnitude_value, magnitude_uncertainty, magnitude_type, methodID, stationCount, agencyID
igepn2018xcmz, 178370,  3.6, 0.25,      MLv,         trimmed mean,   23,  IG-EPN
igepn2018xcmz, 178370,  3.9, 0.25,   Ms(BB),         trimmed mean,   17,  IG-EPN
igepn2018xcmz, 178370,  4.2, 0.00,       ML,                 mean,    1,  IG-EPN
igepn2018xcmz, 178370,  3.9,  NaN,        M,     weighted average,   23,  IG-EPN
igepn2018xcmz, 178370,  3.8, 0.00,     Mjma,                 mean,    1,  IG-EPN
igepn2018ynla, 179570,  6.8, 0.00,      mBc,                 mean,    1,  IG-EPN
igepn2018ynla, 179570,  6.1, 0.40,  Mw(mBc),                     ,    1,  IG-EPN
igepn2018ynla, 179570,  6.1, 0.00,       mb,                 mean,    1,  IG-EPN
igepn2018ynla, 179570,  6.0, 0.00,       mB,                 mean,    1,  IG-EPN
igepn2018ynla, 179570,  5.6, 0.40,   Mw(mB),                     ,    1,  IG-EPN
igepn2018ynla, 179570,  5.1, 0.18,     Mjma,         trimmed mean,   50,  IG-EPN
igepn2018ynla, 179570,  5.4, 0.22,       ML,         trimmed mean,   49,  IG-EPN
igepn2018ynla, 179570,  5.0, 0.18,      MLv,         trimmed mean,   50,  IG-EPN
igepn2018ynla, 179570,  5.1, 0.38,   Ms(BB),         trimmed mean,   14,  IG-EPN
igepn2018ynla, 179570,  5.7,  NaN,        M,     weighted average,   50,  IG-EPN
igepn2018youp, 179596,  3.6, 0.10,     Mjma,         trimmed mean,   17,  IG-EPN
igepn2018youp, 179596,  3.5, 0.10,      MLv,         trimmed mean,   17,  IG-EPN
igepn2018youp, 179596,  3.6, 0.20,   Ms(BB),         trimmed mean,    6,  IG-EPN
igepn2018youp, 179596,  3.6,  NaN,        M,     weighted average,   17,  IG-EPN
igepn2018youp, 179596,  3.5, 0.00,       ML,                 mean,    1,  IG-EPN
igepn2018yuui, 179752,  3.7, 0.14,     Mjma,         trimmed mean,   17,  IG-EPN
igepn2018yuui, 179752,  3.5, 0.23,      MLv,         trimmed mean,   17,  IG-EPN
igepn2018yuui, 179752,  3.5, 0.20,   Ms(BB),         trimmed mean,    7,  IG-EPN
igepn2018yuui, 179752,  3.6,  NaN,        M,     weighted average,   17,  IG-EPN
igepn2018yuui, 179752,  3.7, 0.20,       ML,     trimmed mean(25),   11,  IG-EPN
igepn2018yccq, 179279,  4.1, 0.18,      MLv,         trimmed mean,   25,  IG-EPN
igepn2018yccq, 179279,  4.6, 0.15,       mb,                 mean,    3,  IG-EPN
igepn2018yccq, 179279,  4.8, 0.02,       mB,                 mean,    2,  IG-EPN
igepn2018yccq, 179279,  4.1, 0.40,   Mw(mB),                     ,    2,  IG-EPN
igepn2018yccq, 179279,  4.0, 0.13,     Mjma,         trimmed mean,   25,  IG-EPN
igepn2018yccq, 179279,  4.1, 0.22,   Ms(BB),         trimmed mean,   23,  IG-EPN
igepn2018yccq, 179279,  4.2,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2018xzta, 179228,  4.1, 0.16,      MLv,         trimmed mean,   47,  IG-EPN
igepn2018xzta, 179228,  4.3, 0.26,       mb,                 mean,    2,  IG-EPN
igepn2018xzta, 179228,  4.1, 0.13,     Mjma,         trimmed mean,   47,  IG-EPN
igepn2018xzta, 179228,  4.0, 0.28,   Ms(BB),         trimmed mean,   42,  IG-EPN
igepn2018xzta, 179228,  4.1,  NaN,        M,     weighted average,   47,  IG-EPN
igepn2018yecr, 179339,  3.6, 0.21,      MLv,         trimmed mean,   25,  IG-EPN
igepn2018yecr, 179339,  3.7, 0.17,     Mjma,         trimmed mean,   25,  IG-EPN
igepn2018yecr, 179339,  3.7, 0.31,   Ms(BB),         trimmed mean,    6,  IG-EPN
igepn2018yecr, 179339,  4.2, 0.21,       ML,     trimmed mean(25),   10,  IG-EPN
igepn2018yecr, 179339,  3.8,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2018yzqw, 179868,  4.1, 0.20,     Mjma,         trimmed mean,   30,  IG-EPN
igepn2018yzqw, 179868,  4.6, 0.27,       ML,         trimmed mean,   30,  IG-EPN
igepn2018yzqw, 179868,  4.2, 0.21,      MLv,         trimmed mean,   30,  IG-EPN
igepn2018yzqw, 179868,  4.3, 0.19,   Ms(BB),         trimmed mean,   23,  IG-EPN
igepn2018yzqw, 179868,  4.3,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2018yaad, 179242,  3.6, 0.16,      MLv,         trimmed mean,   31,  IG-EPN
igepn2018yaad, 179242,  3.7, 0.12,     Mjma,         trimmed mean,   31,  IG-EPN
igepn2018yaad, 179242,  3.8, 0.17,   Ms(BB),         trimmed mean,   24,  IG-EPN
igepn2018yaad, 179242,  3.7,  NaN,        M,     weighted average,   31,  IG-EPN
igepn2018zgzo, 180015,  2.7, 0.25,      MLv,         trimmed mean,   11,  IG-EPN
igepn2018zgzo, 180015,  4.5, 1.49,   Ms(BB),                 mean,    3,  IG-EPN
igepn2018zgzo, 180015,  3.6,  NaN,        M,     weighted average,   11,  IG-EPN
igepn2018xzmo, 179224,  3.7, 0.20,      MLv,         trimmed mean,   23,  IG-EPN
igepn2018xzmo, 179224,  4.1, 0.95,       mb,                 mean,    2,  IG-EPN
igepn2018xzmo, 179224,  3.7, 0.11,     Mjma,         trimmed mean,   23,  IG-EPN
igepn2018xzmo, 179224,  3.8, 0.12,   Ms(BB),         trimmed mean,   21,  IG-EPN
igepn2018xzmo, 179224,  3.8,  NaN,        M,     weighted average,   23,  IG-EPN
igepn2019auaq, 180567,  3.9, 0.23,      MLv,         trimmed mean,   31,  IG-EPN
igepn2019auaq, 180567,  3.9,  NaN,        M,     weighted average,   31,  IG-EPN
igepn2018ukuc, 176329,  3.9, 0.16,     Mjma,         trimmed mean,   34,  IG-EPN
igepn2018ukuc, 176329,  4.1, 0.21,      MLv,         trimmed mean,   34,  IG-EPN
igepn2018ukuc, 176329,  4.1, 0.22,   Ms(BB),         trimmed mean,   20,  IG-EPN
igepn2018ukuc, 176329,  4.0,  NaN,        M,     weighted average,   34,  IG-EPN
igepn2018veww, 177012,  5.3, 0.16,       mb,         trimmed mean,    7,  IG-EPN
igepn2018veww, 177012,  5.2, 0.19,       mB,         trimmed mean,    7,  IG-EPN
igepn2018veww, 177012,  4.6, 0.40,   Mw(mB),                     ,    7,  IG-EPN
igepn2018veww, 177012,  4.8, 0.16,     Mjma,         trimmed mean,   43,  IG-EPN
igepn2018veww, 177012,  4.9, 0.19,      MLv,         trimmed mean,   43,  IG-EPN
igepn2018veww, 177012,  4.7, 0.22,   Ms(BB),         trimmed mean,   38,  IG-EPN
igepn2018veww, 177012,  5.3, 0.23,       ML,     trimmed mean(25),   37,  IG-EPN
igepn2018veww, 177012,  4.9,  NaN,        M,     weighted average,   43,  IG-EPN
igepn2018vkxo, 177171,  3.9, 0.17,     Mjma,         trimmed mean,   34,  IG-EPN
igepn2018vkxo, 177171,  4.1, 0.20,      MLv,         trimmed mean,   34,  IG-EPN
igepn2018vkxo, 177171,  4.1, 0.16,   Ms(BB),         trimmed mean,   23,  IG-EPN
igepn2018vkxo, 177171,  4.5, 0.13,       ML,     trimmed mean(25),    8,  IG-EPN
igepn2018vkxo, 177171,  4.1,  NaN,        M,     weighted average,   34,  IG-EPN
igepn2018wnqo, 177955,  5.8, 0.00,       mb,                 mean,    1,  IG-EPN
igepn2018wnqo, 177955,  5.6, 0.00,       mB,                 mean,    1,  IG-EPN
igepn2018wnqo, 177955,  5.1, 0.40,   Mw(mB),                     ,    1,  IG-EPN
igepn2018wnqo, 177955,  5.3, 0.14,     Mjma,         trimmed mean,   44,  IG-EPN
igepn2018wnqo, 177955,  5.4, 0.20,      MLv,         trimmed mean,   44,  IG-EPN
igepn2018wnqo, 177955,  5.2, 0.21,   Ms(BB),         trimmed mean,   43,  IG-EPN
igepn2018wnqo, 177955,  5.8, 0.23,       ML,     trimmed mean(25),   17,  IG-EPN
igepn2018wnqo, 177955,  5.5,  NaN,        M,     weighted average,   44,  IG-EPN
igepn2018wpfp, 177989,  4.0, 0.17,     Mjma,         trimmed mean,   20,  IG-EPN
igepn2018wpfp, 177989,  4.0, 0.19,      MLv,         trimmed mean,   20,  IG-EPN
igepn2018wpfp, 177989,  4.4, 0.21,       ML,     trimmed mean(25),   12,  IG-EPN
igepn2018wpfp, 177989,  4.1,  NaN,        M,     weighted average,   20,  IG-EPN
igepn2018xavy, 178304,  3.9, 0.09,     Mjma,         trimmed mean,   34,  IG-EPN
igepn2018xavy, 178304,  4.0, 0.18,      MLv,         trimmed mean,   34,  IG-EPN
igepn2018xavy, 178304,  4.1, 0.22,   Ms(BB),         trimmed mean,   25,  IG-EPN
igepn2018xavy, 178304,  4.4, 0.21,       ML,     trimmed mean(25),   32,  IG-EPN
igepn2018xavy, 178304,  4.1,  NaN,        M,     weighted average,   34,  IG-EPN
igepn2018zqaa, 180158,  3.7, 0.14,     Mjma,         trimmed mean,   12,  IG-EPN
igepn2018zqaa, 180158,  3.6, 0.25,      MLv,         trimmed mean,   13,  IG-EPN
igepn2018zqaa, 180158,  3.6, 0.00,       ML,                 mean,    1,  IG-EPN
igepn2018zqaa, 180158,  3.7,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2018zqrr, 180165,  3.9, 0.13,     Mjma,         trimmed mean,   24,  IG-EPN
igepn2018zqrr, 180165,  3.8, 0.13,      MLv,         trimmed mean,   24,  IG-EPN
igepn2018zqrr, 180165,  3.9, 0.09,   Ms(BB),         trimmed mean,    4,  IG-EPN
igepn2018zqrr, 180165,  4.4, 0.25,       ML,     trimmed mean(25),    4,  IG-EPN
igepn2018zqrr, 180165,  4.0,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2018bpgh, 151870,  5.0, 0.19,       mb,         trimmed mean,    8,  IG-EPN
igepn2018bpgh, 151870,  5.2, 0.49,       mB,                 mean,    3,  IG-EPN
igepn2018bpgh, 151870,  4.6, 0.49,   Mw(mB),                     ,    3,  IG-EPN
igepn2018bpgh, 151870,  4.3, 0.14,     Mjma,         trimmed mean,   38,  IG-EPN
igepn2018bpgh, 151870,  4.7, 0.23,      MLv,         trimmed mean,   38,  IG-EPN
igepn2018bpgh, 151870,  4.2, 0.24,   Ms(BB),         trimmed mean,   36,  IG-EPN
igepn2018bpgh, 151870,  4.3, 0.00,      MLv,                 mean,    1,  IG-EPN
igepn2018bpgh, 151870,  4.5,  NaN,        M,     weighted average,   38,  IG-EPN
igepn2018bpgh, 151870,  4.6, 0.00,     Mjma,                 mean,    1,  IG-EPN
igepn2018cfab, 152461,  4.0, 0.24,      MLv,         trimmed mean,   48,  IG-EPN
igepn2018cfab, 152461,  4.0,  NaN,        M,     weighted average,   48,  IG-EPN
igepn2018cjmp, 152730,  3.8, 0.13,     Mjma,         trimmed mean,   25,  IG-EPN
igepn2018cjmp, 152730,  3.9, 0.12,      MLv,         trimmed mean,   25,  IG-EPN
igepn2018cjmp, 152730,  4.0, 0.15,   Ms(BB),         trimmed mean,   13,  IG-EPN
igepn2018cjmp, 152730,  3.5, 0.07,     Mjma,                 mean,    3,  IG-EPN
igepn2018cjmp, 152730,  3.8,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2018cjms, 152731,  3.5, 0.12,     Mjma,         trimmed mean,   18,  IG-EPN
igepn2018cjms, 152731,  3.5, 0.17,      MLv,         trimmed mean,   18,  IG-EPN
igepn2018cjms, 152731,  3.6, 0.17,   Ms(BB),         trimmed mean,   10,  IG-EPN
igepn2018cjms, 152731,  3.5, 0.12,     Mjma,     trimmed mean(25),   12,  IG-EPN
igepn2018cjms, 152731,  3.5,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2018cpse, 153217,  3.9, 0.14,     Mjma,         trimmed mean,   37,  IG-EPN
igepn2018cpse, 153217,  4.0, 0.23,      MLv,         trimmed mean,   36,  IG-EPN
igepn2018cpse, 153217,  3.9, 0.15,   Ms(BB),         trimmed mean,   32,  IG-EPN
igepn2018cpse, 153217,  3.9, 0.11,     Mjma,     trimmed mean(25),    7,  IG-EPN
igepn2018cpse, 153217,  3.9,  NaN,        M,     weighted average,   37,  IG-EPN
igepn2018cqiz, 153264,  4.0, 0.16,     Mjma,         trimmed mean,   31,  IG-EPN
igepn2018cqiz, 153264,  4.3, 0.22,      MLv,         trimmed mean,   31,  IG-EPN
igepn2018cqiz, 153264,  4.2, 0.22,   Ms(BB),         trimmed mean,   29,  IG-EPN
igepn2018cqiz, 153264,  4.2,  NaN,        M,     weighted average,   31,  IG-EPN
igepn2018cuwa, 153513,  3.5, 0.16,     Mjma,         trimmed mean,   23,  IG-EPN
igepn2018cuwa, 153513,  3.6, 0.18,      MLv,         trimmed mean,   23,  IG-EPN
igepn2018cuwa, 153513,  3.6, 0.38,   Ms(BB),                 mean,    3,  IG-EPN
igepn2018cuwa, 153513,  3.6,  NaN,        M,     weighted average,   23,  IG-EPN
igepn2018czih, 153763,  3.5, 0.65,     Mjma,         trimmed mean,   14,  IG-EPN
igepn2018czih, 153763,  3.7, 0.67,      MLv,         trimmed mean,   14,  IG-EPN
igepn2018czih, 153763,  3.6, 0.00,   Ms(BB),                 mean,    1,  IG-EPN
igepn2018czih, 153763,  3.6,  NaN,        M,     weighted average,   14,  IG-EPN
igepn2018cznd, 153773,  3.7, 0.15,     Mjma,         trimmed mean,   30,  IG-EPN
igepn2018cznd, 153773,  3.7, 0.16,      MLv,         trimmed mean,   30,  IG-EPN
igepn2018cznd, 153773,  3.7, 0.18,   Ms(BB),         trimmed mean,   19,  IG-EPN
igepn2018cznd, 153773,  3.6, 0.11,      MLv,     trimmed mean(25),    7,  IG-EPN
igepn2018cznd, 153773,  3.7,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2018cznd, 153773,  3.9, 0.15,     Mjma,     trimmed mean(25),    7,  IG-EPN
igepn2018dopr, 154499,  3.8, 0.15,     Mjma,         trimmed mean,   16,  IG-EPN
igepn2018dopr, 154499,  3.6, 0.23,      MLv,         trimmed mean,   16,  IG-EPN
igepn2018dopr, 154499,  3.7,  NaN,        M,     weighted average,   16,  IG-EPN
igepn2018ebgb, 155148,  4.4, 0.14,     Mjma,         trimmed mean,   20,  IG-EPN
igepn2018ebgb, 155148,  4.5, 0.18,      MLv,         trimmed mean,   20,  IG-EPN
igepn2018ebgb, 155148,  4.4, 0.23,   Ms(BB),         trimmed mean,   10,  IG-EPN
igepn2018ebgb, 155148,  4.4,  NaN,        M,     weighted average,   20,  IG-EPN
igepn2018eixp, 155568,  4.5, 0.00,       mb,                 mean,    1,  IG-EPN
igepn2018eixp, 155568,  4.4, 0.14,     Mjma,         trimmed mean,   29,  IG-EPN
igepn2018eixp, 155568,  4.4, 0.23,      MLv,         trimmed mean,   29,  IG-EPN
igepn2018eixp, 155568,  4.3, 0.18,   Ms(BB),         trimmed mean,   18,  IG-EPN
igepn2018eixp, 155568,  4.4,  NaN,        M,     weighted average,   29,  IG-EPN
igepn2018gook, 159554,  3.6, 0.16,     Mjma,         trimmed mean,   18,  IG-EPN
igepn2018gook, 159554,  3.9, 0.18,      MLv,         trimmed mean,   20,  IG-EPN
igepn2018gook, 159554,  3.9, 0.08,      MLv,     trimmed mean(25),    4,  IG-EPN
igepn2018gook, 159554,  3.7,  NaN,        M,     weighted average,   20,  IG-EPN
igepn2018gook, 159554,  3.7, 0.11,     Mjma,     trimmed mean(25),   11,  IG-EPN
igepn2018gtqr, 159977,  3.7, 0.16,     Mjma,         trimmed mean,   33,  IG-EPN
igepn2018gtqr, 159977,  3.6, 0.19,      MLv,         trimmed mean,   34,  IG-EPN
igepn2018gtqr, 159977,  3.5, 0.37,   Ms(BB),         trimmed mean,   19,  IG-EPN
igepn2018gtqr, 159977,  3.6,  NaN,        M,     weighted average,   34,  IG-EPN
igepn2018hauz, 160485,  4.2, 0.15,     Mjma,         trimmed mean,   18,  IG-EPN
igepn2018hauz, 160485,  4.3, 0.17,      MLv,         trimmed mean,   18,  IG-EPN
igepn2018hauz, 160485,  4.2,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2018hkbx, 161161,  4.2, 0.10,     Mjma,         trimmed mean,    6,  IG-EPN
igepn2018hkbx, 161161,  4.4, 0.21,      MLv,         trimmed mean,    6,  IG-EPN
igepn2018hkbx, 161161,  4.3,  NaN,        M,     weighted average,    6,  IG-EPN
igepn2018hwpi, 161614,  4.2, 0.10,     Mjma,         trimmed mean,   24,  IG-EPN
igepn2018hwpi, 161614,  4.2, 0.12,      MLv,         trimmed mean,   24,  IG-EPN
igepn2018hwpi, 161614,  4.1, 0.14,   Ms(BB),         trimmed mean,   24,  IG-EPN
igepn2018hwpi, 161614,  4.1,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2018jyqv, 163494,  5.5, 0.21,     Mjma,         trimmed mean,   14,  IG-EPN
igepn2018jyqv, 163494,  5.7, 0.24,      MLv,         trimmed mean,   14,  IG-EPN
igepn2018jyqv, 163494,  5.5, 0.00,      MLv,                 mean,    1,  IG-EPN
igepn2018jyqv, 163494,  5.5,  NaN,        M,     weighted average,   14,  IG-EPN
igepn2018jyqv, 163494,  5.4, 0.00,     Mjma,                 mean,    1,  IG-EPN
igepn2018qcqr, 170225,  4.2, 0.13,     Mjma,         trimmed mean,   21,  IG-EPN
igepn2018qcqr, 170225,  4.2, 0.20,      MLv,         trimmed mean,   21,  IG-EPN
igepn2018qcqr, 170225,  4.2, 0.10,   Ms(BB),         trimmed mean,   15,  IG-EPN
igepn2018qcqr, 170225,  4.2, 0.17,      MLv,     trimmed mean(25),    7,  IG-EPN
igepn2018qcqr, 170225,  4.2,  NaN,        M,     weighted average,   21,  IG-EPN
igepn2018qcqr, 170225,  4.3, 0.12,     Mjma,     trimmed mean(25),   12,  IG-EPN
igepn2016nhwa, 102472,  5.1, 0.45,      MLv,                 mean,    2,  IG-EPN
igepn2016nhwa, 102472,  4.9, 0.19,     Mjma,                 mean,    2,  IG-EPN
igepn2016nhwa, 102472,  5.0,  NaN,        M,     weighted average,    2,  IG-EPN
igepn2019cdza, 181665,  3.9, 0.17,     Mjma,         trimmed mean,   18,  IG-EPN
igepn2019cdza, 181665,  3.8, 0.20,      MLv,         trimmed mean,   18,  IG-EPN
igepn2019cdza, 181665,  3.9, 0.15,   Ms(BB),         trimmed mean,   11,  IG-EPN
igepn2019cdza, 181665,  4.3, 0.20,       ML,     trimmed mean(25),   18,  IG-EPN
igepn2019cdza, 181665,  4.0,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2019cdyn, 181664,  3.8, 0.21,     Mjma,         trimmed mean,   12,  IG-EPN
igepn2019cdyn, 181664,  3.7, 0.27,      MLv,         trimmed mean,   12,  IG-EPN
igepn2019cdyn, 181664,  3.9, 0.17,   Ms(BB),         trimmed mean,    5,  IG-EPN
igepn2019cdyn, 181664,  4.1, 0.25,       ML,     trimmed mean(25),   12,  IG-EPN
igepn2019cdyn, 181664,  3.9,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2019cdyi, 181663,  4.4, 0.18,     Mjma,         trimmed mean,   21,  IG-EPN
igepn2019cdyi, 181663,  4.4, 0.19,      MLv,         trimmed mean,   21,  IG-EPN
igepn2019cdyi, 181663,  4.4, 0.17,   Ms(BB),         trimmed mean,   13,  IG-EPN
igepn2019cdyi, 181663,  4.8, 0.20,       ML,     trimmed mean(25),   21,  IG-EPN
igepn2019cdyi, 181663,  4.5,  NaN,        M,     weighted average,   21,  IG-EPN
igepn2019bqpb, 181111,  3.8, 0.11,     Mjma,         trimmed mean,   36,  IG-EPN
igepn2019bqpb, 181111,  4.1, 0.21,       ML,         trimmed mean,   36,  IG-EPN
igepn2019bqpb, 181111,  3.6, 0.13,      MLv,         trimmed mean,   36,  IG-EPN
igepn2019bqpb, 181111,  3.8, 0.16,   Ms(BB),         trimmed mean,   27,  IG-EPN
igepn2019bqpb, 181111,  3.8,  NaN,        M,     weighted average,   36,  IG-EPN
igepn2019bsjm, 181156,  4.0, 0.14,     Mjma,         trimmed mean,   34,  IG-EPN
igepn2019bsjm, 181156,  4.4, 0.27,       ML,         trimmed mean,   35,  IG-EPN
igepn2019bsjm, 181156,  4.0, 0.19,      MLv,         trimmed mean,   35,  IG-EPN
igepn2019bsjm, 181156,  4.1, 0.20,   Ms(BB),         trimmed mean,   25,  IG-EPN
igepn2019bsjm, 181156,  4.1,  NaN,        M,     weighted average,   35,  IG-EPN
igepn2019alrq, 180399,  3.6, 0.25,      MLv,         trimmed mean,   37,  IG-EPN
igepn2019alrq, 180399,  3.7, 0.19,     Mjma,         trimmed mean,   37,  IG-EPN
igepn2019alrq, 180399,  3.8, 0.23,   Ms(BB),         trimmed mean,   12,  IG-EPN
igepn2019alrq, 180399,  3.7,  NaN,        M,     weighted average,   37,  IG-EPN
igepn2019arpl, 180523,  4.4, 0.21,       ML,     trimmed mean(25),   12,  IG-EPN
igepn2019arpl, 180523,  3.9, 0.16,      MLv,     trimmed mean(25),   36,  IG-EPN
igepn2019arpl, 180523,  4.0, 0.12,     Mjma,     trimmed mean(25),   36,  IG-EPN
igepn2019arpl, 180523,  4.1,  NaN,        M,     weighted average,   36,  IG-EPN
igepn2019bspn, 181160,  3.6, 0.37,      MLv,         trimmed mean,   43,  IG-EPN
igepn2019bspn, 181160,  3.6,  NaN,        M,     weighted average,   43,  IG-EPN
igepn2018lhsn, 164900,  3.6, 0.24,      MLv,         trimmed mean,   13,  IG-EPN
igepn2018lhsn, 164900,  3.8, 0.12,     Mjma,         trimmed mean,   13,  IG-EPN
igepn2018lhsn, 164900,  3.7, 0.17,   Ms(BB),         trimmed mean,   10,  IG-EPN
igepn2018lhsn, 164900,  3.7,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2014fwkl,  20640,  5.8, 0.08,     Mjma,         trimmed mean,   13,  IG-EPN
igepn2014fwkl,  20640,  5.6, 0.19,       ML,         trimmed mean,   12,  IG-EPN
igepn2014fwkl,  20640,  5.2, 0.21,      MLv,         trimmed mean,   12,  IG-EPN
igepn2014fwkl,  20640,  5.4, 0.13,   Ms(BB),         trimmed mean,    5,  IG-EPN
igepn2014fwkl,  20640,  5.6, 0.15,       ML,     trimmed mean(25),    7,  IG-EPN
igepn2014fwkl,  20640,  5.5,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2014fwkl,  20640,  5.2, 0.14,      MLv,     trimmed mean(25),    7,  IG-EPN
igepn2014fwkl,  20640,  5.8, 0.06,     Mjma,     trimmed mean(25),    6,  IG-EPN
igepn2019btvo, 181260,  3.8, 0.16,     Mjma,         trimmed mean,   23,  IG-EPN
igepn2019btvo, 181260,  4.1, 0.21,       ML,         trimmed mean,   23,  IG-EPN
igepn2019btvo, 181260,  3.7, 0.19,      MLv,         trimmed mean,   23,  IG-EPN
igepn2019btvo, 181260,  3.9, 0.10,   Ms(BB),         trimmed mean,    7,  IG-EPN
igepn2019btvo, 181260,  3.9,  NaN,        M,     weighted average,   23,  IG-EPN
igepn2019bjmq, 181020,  3.7, 0.11,     Mjma,         trimmed mean,   14,  IG-EPN
igepn2019bjmq, 181020,  3.6, 0.22,      MLv,         trimmed mean,   15,  IG-EPN
igepn2019bjmq, 181020,  3.7, 0.13,   Ms(BB),         trimmed mean,   12,  IG-EPN
igepn2019bjmq, 181020,  4.2, 0.29,       ML,     trimmed mean(25),    6,  IG-EPN
igepn2019bjmq, 181020,  3.8,  NaN,        M,     weighted average,   15,  IG-EPN
igepn2019dabh, 182355,  3.6, 0.27,      MLv,         trimmed mean,   37,  IG-EPN
igepn2019dabh, 182355,  3.6,  NaN,        M,     weighted average,   37,  IG-EPN
igepn2019dcxq, 182432,  4.3, 0.13,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2019dcxq, 182432,  4.3, 0.20,       ML,         trimmed mean,   24,  IG-EPN
igepn2019dcxq, 182432,  3.8, 0.19,      MLv,                 mean,   23,  IG-EPN
igepn2019dcxq, 182432,  4.1,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2019dmnv, 183144,  4.0, 0.12,     Mjma,         trimmed mean,   16,  IG-EPN
igepn2019dmnv, 183144,  4.0, 0.13,      MLv,         trimmed mean,   16,  IG-EPN
igepn2019dmnv, 183144,  4.0, 0.14,   Ms(BB),         trimmed mean,   14,  IG-EPN
igepn2019dmnv, 183144,  4.3, 0.15,       ML,     trimmed mean(25),   16,  IG-EPN
igepn2019dmnv, 183144,  4.1,  NaN,        M,     weighted average,   16,  IG-EPN
igepn2019druq, 183357,  5.8, 0.26,      MLv,                 mean,    7,  IG-EPN
igepn2019druq, 183357,  6.3, 0.21,       ML,     trimmed mean(25),    7,  IG-EPN
igepn2019druq, 183357,  6.1,  NaN,        M,     weighted average,    7,  IG-EPN
igepn2019dikz, 182832,  3.8, 0.12,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2019dikz, 182832,  3.8, 0.15,      MLv,         trimmed mean,   19,  IG-EPN
igepn2019dikz, 182832,  3.9, 0.19,   Ms(BB),         trimmed mean,   16,  IG-EPN
igepn2019dikz, 182832,  4.2, 0.19,       ML,     trimmed mean(25),   15,  IG-EPN
igepn2019dikz, 182832,  3.9,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2019drvs, 183360,  4.6, 0.11,     Mjma,         trimmed mean,    8,  IG-EPN
igepn2019drvs, 183360,  3.9, 0.20,       ML,         trimmed mean,    8,  IG-EPN
igepn2019drvs, 183360,  3.5, 0.10,      MLv,         trimmed mean,    8,  IG-EPN
igepn2019drvs, 183360,  4.3, 0.04,   Ms(BB),                 mean,    3,  IG-EPN
igepn2019drvs, 183360,  4.1,  NaN,        M,     weighted average,    8,  IG-EPN
igepn2019dtay, 183406,  3.7, 0.26,      MLv,         trimmed mean,   37,  IG-EPN
igepn2019dtay, 183406,  3.7,  NaN,        M,     weighted average,   37,  IG-EPN
igepn2019dvqs, 183479,  3.8, 0.15,     Mjma,         trimmed mean,   34,  IG-EPN
igepn2019dvqs, 183479,  4.0, 0.27,       ML,         trimmed mean,   34,  IG-EPN
igepn2019dvqs, 183479,  3.7, 0.21,      MLv,         trimmed mean,   34,  IG-EPN
igepn2019dvqs, 183479,  3.8, 0.37,   Ms(BB),         trimmed mean,   29,  IG-EPN
igepn2019dvqs, 183479,  3.8,  NaN,        M,     weighted average,   34,  IG-EPN
igepn2019fcgb, 184289,  4.2, 0.23,     Mjma,         trimmed mean,   39,  IG-EPN
igepn2019fcgb, 184289,  4.1, 0.23,      MLv,         trimmed mean,   39,  IG-EPN
igepn2019fcgb, 184289,  4.1, 0.35,   Ms(BB),         trimmed mean,   36,  IG-EPN
igepn2019fcgb, 184289,  4.5, 0.26,       ML,     trimmed mean(25),   37,  IG-EPN
igepn2019fcgb, 184289,  4.2,  NaN,        M,     weighted average,   39,  IG-EPN
